Threat Category,Threat Actor,Attack Vector,Geographical Location,Sentiment in Forums,Severity Score,Suggested Defense Mechanism,Risk Level Prediction,Cleaned Threat Description,Keyword Extraction,Named Entities (NER),Topic Modeling Labels
Malware,Unknown,Email,Russia,0.75,5,Increase Web Security,1,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Ransomware
Malware,Unknown,Network,USA,0.6,4,Quarantine,2,malware detected in email attachment,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Phishing
Malware,APT-28,Web,Germany,0.66,4,Patch Vulnerability,4,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Phishing
DDoS,Lazarus Group,Email,USA,0.9,5,Increase Web Security,1,phishing email with malicious link,"['phishing', 'link', 'email']","['Anonymous', 'Website']",DDoS
Ransomware,Lazarus Group,Web,USA,0.96,5,Patch Vulnerability,2,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Phishing
Phishing,Unknown,Web,USA,0.68,1,Patch Vulnerability,3,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Phishing
Malware,Unknown,Web,Global,0.65,2,Increase Web Security,1,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Phishing
Malware,APT-28,Email,USA,0.6,5,Monitor for Phishing,5,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Phishing
Malware,APT-28,Web,Global,0.84,5,Patch Vulnerability,4,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Phishing
DDoS,APT-28,Email,Germany,0.66,3,Increase Web Security,2,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Phishing
Malware,Lazarus Group,Web,Global,0.99,5,Patch Vulnerability,1,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Phishing
Malware,Lazarus Group,Email,Germany,0.66,2,Quarantine,3,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Phishing
Malware,Lazarus Group,Web,Germany,0.7,4,Monitor for Phishing,4,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",DDoS
Ransomware,Unknown,Network,Global,0.8,4,Monitor for Phishing,4,malware detected in email attachment,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Malware
DDoS,Lazarus Group,Web,Russia,0.9,4,Quarantine,1,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Phishing
Malware,Anonymous,Web,North Korea,0.73,4,Quarantine,3,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Phishing
Phishing,Anonymous,Email,USA,0.71,3,Patch Vulnerability,2,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Phishing
Phishing,APT-28,Email,North Korea,1,5,Quarantine,1,phishing email with malicious link,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Phishing
Phishing,Lazarus Group,Web,USA,0.51,4,Monitor for Phishing,2,malware detected in email attachment,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Ransomware
DDoS,Anonymous,Network,USA,0.95,1,Quarantine,4,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Ransomware
DDoS,APT-28,Network,Germany,0.57,4,Increase Web Security,2,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",DDoS
Phishing,Lazarus Group,Email,USA,0.89,5,Increase Web Security,3,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Phishing
Malware,Unknown,Network,USA,0.81,4,Patch Vulnerability,5,malware detected in email attachment,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Phishing
DDoS,Anonymous,Web,Global,0.67,3,Monitor for Phishing,3,phishing email with malicious link,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Phishing
Phishing,Unknown,Email,North Korea,0.94,2,Increase Web Security,2,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",Malware
Phishing,Lazarus Group,Web,Global,0.51,2,Quarantine,1,malware detected in email attachment,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",DDoS
Malware,Anonymous,Email,USA,0.61,5,Increase Web Security,4,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",Phishing
Ransomware,Lazarus Group,Email,Germany,0.78,2,Increase Web Security,5,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Malware
DDoS,Unknown,Email,Global,0.68,2,Patch Vulnerability,1,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Phishing
Malware,Anonymous,Email,Global,0.81,1,Quarantine,1,phishing email with malicious link,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Malware
Phishing,Unknown,Network,Russia,0.51,5,Quarantine,3,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Ransomware
Phishing,Lazarus Group,Web,USA,0.56,5,Quarantine,2,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Ransomware
Malware,Lazarus Group,Web,Germany,0.56,2,Patch Vulnerability,3,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Phishing
DDoS,Unknown,Web,Global,0.59,2,Quarantine,2,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",DDoS
Ransomware,Anonymous,Email,Global,0.73,2,Quarantine,3,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Phishing
Ransomware,Unknown,Network,Germany,0.88,3,Increase Web Security,1,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",DDoS
Phishing,Lazarus Group,Web,USA,0.95,4,Increase Web Security,4,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",DDoS
DDoS,Unknown,Network,Russia,0.92,3,Quarantine,2,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Phishing
Ransomware,Lazarus Group,Email,Global,0.6,5,Monitor for Phishing,5,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Ransomware
DDoS,Unknown,Web,Russia,0.72,1,Monitor for Phishing,5,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Ransomware
DDoS,Anonymous,Network,North Korea,0.6,4,Quarantine,1,malware detected in email attachment,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Phishing
Phishing,Anonymous,Email,USA,0.63,1,Monitor for Phishing,3,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Malware
Ransomware,Unknown,Network,North Korea,0.75,5,Patch Vulnerability,3,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",DDoS
Malware,Unknown,Web,North Korea,0.53,5,Increase Web Security,1,phishing email with malicious link,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Phishing
Phishing,Anonymous,Web,North Korea,0.61,1,Patch Vulnerability,5,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Ransomware
Ransomware,Lazarus Group,Email,USA,0.97,1,Increase Web Security,5,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Phishing
Ransomware,Anonymous,Email,USA,0.73,1,Monitor for Phishing,3,phishing email with malicious link,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Phishing
Ransomware,Lazarus Group,Email,Germany,0.72,5,Monitor for Phishing,2,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Phishing
Ransomware,Unknown,Network,Russia,0.51,2,Quarantine,4,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Phishing
Ransomware,Unknown,Network,Russia,0.62,1,Monitor for Phishing,2,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",DDoS
DDoS,Lazarus Group,Network,Germany,0.93,4,Monitor for Phishing,5,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",Phishing
Phishing,Unknown,Email,Germany,0.58,5,Quarantine,2,phishing email with malicious link,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Phishing
DDoS,Lazarus Group,Web,North Korea,0.71,3,Quarantine,4,malware detected in email attachment,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Ransomware
Malware,APT-28,Web,Germany,0.51,3,Increase Web Security,2,phishing email with malicious link,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Phishing
Ransomware,Anonymous,Network,Global,0.74,4,Monitor for Phishing,2,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Ransomware
Phishing,APT-28,Network,Russia,0.51,2,Increase Web Security,2,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Malware
Ransomware,Lazarus Group,Web,Germany,0.91,1,Increase Web Security,2,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Phishing
Phishing,Anonymous,Web,Global,0.91,5,Patch Vulnerability,1,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Phishing
DDoS,Lazarus Group,Network,Global,0.89,1,Monitor for Phishing,5,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Ransomware
Phishing,Anonymous,Network,Global,0.64,5,Monitor for Phishing,4,malware detected in email attachment,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Phishing
Malware,Anonymous,Web,Global,0.92,3,Patch Vulnerability,5,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",DDoS
Malware,Anonymous,Email,North Korea,0.77,1,Increase Web Security,1,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Ransomware
Phishing,Anonymous,Network,Global,0.69,4,Monitor for Phishing,1,phishing email with malicious link,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Ransomware
Phishing,Lazarus Group,Web,North Korea,0.81,2,Increase Web Security,1,malware detected in email attachment,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Malware
Phishing,Anonymous,Web,North Korea,0.51,4,Patch Vulnerability,1,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",DDoS
Phishing,Anonymous,Web,Global,0.57,2,Quarantine,2,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Malware
Malware,APT-28,Web,Russia,0.87,1,Increase Web Security,5,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",DDoS
Ransomware,Unknown,Email,Global,0.62,1,Monitor for Phishing,3,malware detected in email attachment,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Ransomware
Phishing,Unknown,Web,Global,0.8,2,Quarantine,4,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",Malware
Phishing,APT-28,Network,Global,0.69,3,Increase Web Security,1,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",Phishing
Malware,APT-28,Email,Russia,0.93,5,Increase Web Security,5,malware detected in email attachment,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",DDoS
Malware,Lazarus Group,Web,USA,0.98,4,Quarantine,1,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",Ransomware
DDoS,Lazarus Group,Email,USA,0.94,4,Quarantine,1,phishing email with malicious link,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Phishing
Phishing,Lazarus Group,Network,North Korea,0.64,4,Quarantine,1,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",DDoS
DDoS,APT-28,Web,North Korea,0.6,1,Monitor for Phishing,1,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",DDoS
Malware,APT-28,Network,Russia,0.74,4,Monitor for Phishing,1,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Phishing
Malware,Anonymous,Web,Germany,0.5,5,Increase Web Security,4,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",DDoS
Ransomware,Lazarus Group,Web,USA,0.51,5,Increase Web Security,5,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",DDoS
Phishing,Lazarus Group,Web,North Korea,0.78,2,Patch Vulnerability,1,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Phishing
DDoS,Lazarus Group,Web,USA,0.76,1,Monitor for Phishing,1,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Phishing
Malware,Unknown,Web,Russia,1,5,Increase Web Security,1,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",Malware
Malware,Anonymous,Email,Russia,0.6,3,Quarantine,1,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Ransomware
DDoS,Lazarus Group,Web,Germany,0.63,1,Quarantine,2,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Ransomware
Ransomware,Lazarus Group,Web,Germany,0.56,1,Monitor for Phishing,2,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",Malware
Malware,Lazarus Group,Email,Russia,0.96,5,Quarantine,3,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Ransomware
Phishing,Unknown,Email,North Korea,0.89,3,Patch Vulnerability,1,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",DDoS
Malware,Unknown,Email,USA,0.91,2,Increase Web Security,3,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Malware
Phishing,APT-28,Email,Global,0.95,5,Increase Web Security,4,phishing email with malicious link,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",Malware
